Model,Date,Forecast_CY,Forecast_NCY,State,Country,Forecast,cumForecast
OUTLANDER 1000,2020-06-08,3,3,HI,US,6,1208
OUTLANDER 850,2020-06-08,3,9,HI,US,12,1101
OUTLANDER 450,2020-06-08,5,14,HI,US,19,1102
OUTLANDER 1000,2020-06-15,3,10,HI,US,13,1221
OUTLANDER 850,2020-06-15,0,2,HI,US,2,1103
OUTLANDER 450,2020-06-15,13,9,HI,US,22,1124
OUTLANDER 1000,2020-06-22,3,4,HI,US,7,1228
OUTLANDER 850,2020-06-22,14,12,HI,US,26,1129
OUTLANDER 450,2020-06-22,4,8,HI,US,12,1136
OUTLANDER 1000,2020-06-29,3,7,HI,US,10,1238
OUTLANDER 850,2020-06-29,0,1,HI,US,1,1130
OUTLANDER 450,2020-06-29,9,4,HI,US,13,1149
OUTLANDER 1000,2020-07-06,12,5,HI,US,17,1255
OUTLANDER 850,2020-07-06,10,9,HI,US,19,1149
OUTLANDER 450,2020-07-06,6,9,HI,US,15,1164
OUTLANDER 1000,2020-07-13,10,14,HI,US,24,1279
OUTLANDER 850,2020-07-13,6,9,HI,US,15,1164
OUTLANDER 450,2020-07-13,13,11,HI,US,24,1188
OUTLANDER 1000,2020-07-20,10,10,HI,US,20,1299
OUTLANDER 850,2020-07-20,3,12,HI,US,15,1179
OUTLANDER 450,2020-07-20,5,10,HI,US,15,1203
OUTLANDER 1000,2020-07-27,1,9,HI,US,10,1309
OUTLANDER 850,2020-07-27,4,8,HI,US,12,1191
OUTLANDER 450,2020-07-27,6,13,HI,US,19,1222
OUTLANDER 1000,2020-08-03,1,15,HI,US,16,1325
OUTLANDER 850,2020-08-03,14,7,HI,US,21,1212
OUTLANDER 450,2020-08-03,15,14,HI,US,29,1251
OUTLANDER 1000,2020-08-10,15,5,HI,US,20,1345
OUTLANDER 850,2020-08-10,9,11,HI,US,20,1232
OUTLANDER 450,2020-08-10,14,2,HI,US,16,1267
OUTLANDER 1000,2020-08-17,2,10,HI,US,12,1357
OUTLANDER 850,2020-08-17,15,6,HI,US,21,1253
OUTLANDER 450,2020-08-17,5,9,HI,US,14,1281
OUTLANDER 1000,2020-08-24,8,6,HI,US,14,1371
OUTLANDER 850,2020-08-24,5,7,HI,US,12,1265
OUTLANDER 450,2020-08-24,4,11,HI,US,15,1296
OUTLANDER 1000,2020-08-31,6,12,HI,US,18,1389
OUTLANDER 850,2020-08-31,7,1,HI,US,8,1273
OUTLANDER 450,2020-08-31,14,6,HI,US,20,1316
OUTLANDER 1000,2020-09-07,10,3,HI,US,13,1402
OUTLANDER 850,2020-09-07,12,6,HI,US,18,1291
OUTLANDER 450,2020-09-07,4,0,HI,US,4,1320
OUTLANDER 1000,2020-09-14,6,11,HI,US,17,1419
OUTLANDER 850,2020-09-14,6,8,HI,US,14,1305
OUTLANDER 450,2020-09-14,9,6,HI,US,15,1335
OUTLANDER 1000,2020-09-21,6,2,HI,US,8,1427
OUTLANDER 850,2020-09-21,3,11,HI,US,14,1319
OUTLANDER 450,2020-09-21,0,6,HI,US,6,1341
OUTLANDER 1000,2020-09-28,9,9,HI,US,18,1445
OUTLANDER 850,2020-09-28,12,6,HI,US,18,1337
OUTLANDER 450,2020-09-28,3,3,HI,US,6,1347
OUTLANDER 1000,2020-10-05,6,10,HI,US,16,1461
OUTLANDER 850,2020-10-05,11,12,HI,US,23,1360
OUTLANDER 450,2020-10-05,14,3,HI,US,17,1364
OUTLANDER 1000,2020-10-12,4,6,HI,US,10,1471
OUTLANDER 850,2020-10-12,14,0,HI,US,14,1374
OUTLANDER 450,2020-10-12,8,9,HI,US,17,1381
OUTLANDER 1000,2020-10-19,8,9,HI,US,17,1488
OUTLANDER 850,2020-10-19,1,2,HI,US,3,1377
OUTLANDER 450,2020-10-19,13,5,HI,US,18,1399
OUTLANDER 1000,2020-10-26,1,7,HI,US,8,1496
OUTLANDER 850,2020-10-26,3,12,HI,US,15,1392
OUTLANDER 450,2020-10-26,10,11,HI,US,21,1420
OUTLANDER 1000,2020-11-02,5,14,HI,US,19,1515
OUTLANDER 850,2020-11-02,2,12,HI,US,14,1406
OUTLANDER 450,2020-11-02,11,14,HI,US,25,1445
OUTLANDER 1000,2020-11-09,1,8,HI,US,9,1524
OUTLANDER 850,2020-11-09,5,7,HI,US,12,1418
OUTLANDER 450,2020-11-09,12,14,HI,US,26,1471
OUTLANDER 1000,2020-11-16,14,10,HI,US,24,1548
OUTLANDER 850,2020-11-16,14,5,HI,US,19,1437
OUTLANDER 450,2020-11-16,9,15,HI,US,24,1495
OUTLANDER 1000,2020-11-23,4,14,HI,US,18,1566
OUTLANDER 850,2020-11-23,10,7,HI,US,17,1454
OUTLANDER 450,2020-11-23,4,1,HI,US,5,1500
OUTLANDER 1000,2020-11-30,14,10,HI,US,24,1590
OUTLANDER 850,2020-11-30,8,3,HI,US,11,1465
OUTLANDER 450,2020-11-30,9,6,HI,US,15,1515
OUTLANDER 1000,2020-12-07,8,14,HI,US,22,1612
OUTLANDER 850,2020-12-07,7,8,HI,US,15,1480
OUTLANDER 450,2020-12-07,10,1,HI,US,11,1526
OUTLANDER 1000,2020-12-14,8,6,HI,US,14,1626
OUTLANDER 850,2020-12-14,9,7,HI,US,16,1496
OUTLANDER 450,2020-12-14,13,0,HI,US,13,1539
OUTLANDER 1000,2020-12-21,1,9,HI,US,10,1636
OUTLANDER 850,2020-12-21,1,8,HI,US,9,1505
OUTLANDER 450,2020-12-21,11,1,HI,US,12,1551
OUTLANDER 1000,2020-12-28,3,12,HI,US,15,1651
OUTLANDER 850,2020-12-28,0,13,HI,US,13,1518
OUTLANDER 450,2020-12-28,3,1,HI,US,4,1555
OUTLANDER 1000,2021-01-04,9,1,HI,US,10,1661
OUTLANDER 850,2021-01-04,1,5,HI,US,6,1524
OUTLANDER 450,2021-01-04,4,1,HI,US,5,1560
OUTLANDER 1000,2021-01-11,4,7,HI,US,11,1672
OUTLANDER 850,2021-01-11,11,10,HI,US,21,1545
OUTLANDER 450,2021-01-11,7,1,HI,US,8,1568
OUTLANDER 1000,2021-01-18,0,1,HI,US,1,1673
OUTLANDER 850,2021-01-18,4,15,HI,US,19,1564
OUTLANDER 450,2021-01-18,12,12,HI,US,24,1592
OUTLANDER 1000,2021-01-25,2,13,HI,US,15,1688
OUTLANDER 850,2021-01-25,12,7,HI,US,19,1583
OUTLANDER 450,2021-01-25,8,3,HI,US,11,1603
OUTLANDER 1000,2021-02-01,12,8,HI,US,20,1708
OUTLANDER 850,2021-02-01,14,12,HI,US,26,1609
OUTLANDER 450,2021-02-01,6,6,HI,US,12,1615
OUTLANDER 1000,2021-02-08,4,1,HI,US,5,1713
OUTLANDER 850,2021-02-08,11,3,HI,US,14,1623
OUTLANDER 450,2021-02-08,4,9,HI,US,13,1628
OUTLANDER 1000,2021-02-15,5,14,HI,US,19,1732
OUTLANDER 850,2021-02-15,1,2,HI,US,3,1626
OUTLANDER 450,2021-02-15,4,0,HI,US,4,1632
OUTLANDER 1000,2021-02-22,4,9,HI,US,13,1745
OUTLANDER 850,2021-02-22,1,2,HI,US,3,1629
OUTLANDER 450,2021-02-22,4,3,HI,US,7,1639
OUTLANDER 1000,2021-03-01,0,3,HI,US,3,1748
OUTLANDER 850,2021-03-01,3,5,HI,US,8,1637
OUTLANDER 450,2021-03-01,13,5,HI,US,18,1657
OUTLANDER 1000,2021-03-08,11,4,HI,US,15,1763
OUTLANDER 850,2021-03-08,0,7,HI,US,7,1644
OUTLANDER 450,2021-03-08,1,10,HI,US,11,1668
OUTLANDER 1000,2021-03-15,13,10,HI,US,23,1786
OUTLANDER 850,2021-03-15,5,9,HI,US,14,1658
OUTLANDER 450,2021-03-15,0,9,HI,US,9,1677
OUTLANDER 1000,2021-03-22,9,2,HI,US,11,1797
OUTLANDER 850,2021-03-22,15,10,HI,US,25,1683
OUTLANDER 450,2021-03-22,8,2,HI,US,10,1687
OUTLANDER 1000,2021-03-29,4,4,HI,US,8,1805
OUTLANDER 850,2021-03-29,1,14,HI,US,15,1698
OUTLANDER 450,2021-03-29,13,12,HI,US,25,1712
OUTLANDER 1000,2021-04-05,1,13,HI,US,14,1819
OUTLANDER 850,2021-04-05,8,5,HI,US,13,1711
OUTLANDER 450,2021-04-05,14,1,HI,US,15,1727
OUTLANDER 1000,2021-04-12,1,1,HI,US,2,1821
OUTLANDER 850,2021-04-12,5,1,HI,US,6,1717
OUTLANDER 450,2021-04-12,6,3,HI,US,9,1736
OUTLANDER 1000,2021-04-19,1,8,HI,US,9,1830
OUTLANDER 850,2021-04-19,11,14,HI,US,25,1742
OUTLANDER 450,2021-04-19,11,8,HI,US,19,1755
OUTLANDER 1000,2021-04-26,1,3,HI,US,4,1834
OUTLANDER 850,2021-04-26,11,12,HI,US,23,1765
OUTLANDER 450,2021-04-26,11,7,HI,US,18,1773
OUTLANDER 1000,2021-05-03,1,13,HI,US,14,1848
OUTLANDER 850,2021-05-03,1,12,HI,US,13,1778
OUTLANDER 450,2021-05-03,2,10,HI,US,12,1785
OUTLANDER 1000,2021-05-10,3,8,HI,US,11,1859
OUTLANDER 850,2021-05-10,11,11,HI,US,22,1800
OUTLANDER 450,2021-05-10,7,15,HI,US,22,1807
OUTLANDER 1000,2021-05-17,7,8,HI,US,15,1874
OUTLANDER 850,2021-05-17,2,7,HI,US,9,1809
OUTLANDER 450,2021-05-17,2,12,HI,US,14,1821
OUTLANDER 1000,2021-05-24,3,12,HI,US,15,1889
OUTLANDER 850,2021-05-24,6,13,HI,US,19,1828
OUTLANDER 450,2021-05-24,0,14,HI,US,14,1835
OUTLANDER 1000,2021-05-31,6,9,HI,US,15,1904
OUTLANDER 850,2021-05-31,4,3,HI,US,7,1835
OUTLANDER 450,2021-05-31,3,6,HI,US,9,1844
OUTLANDER 1000,2021-06-07,0,15,HI,US,15,1919
OUTLANDER 850,2021-06-07,8,13,HI,US,21,1856
OUTLANDER 450,2021-06-07,10,9,HI,US,19,1863
OUTLANDER 1000,2021-06-14,10,9,HI,US,19,1938
OUTLANDER 850,2021-06-14,0,5,HI,US,5,1861
OUTLANDER 450,2021-06-14,2,8,HI,US,10,1873
OUTLANDER 1000,2021-06-21,2,6,HI,US,8,1946
OUTLANDER 850,2021-06-21,14,14,HI,US,28,1889
OUTLANDER 450,2021-06-21,1,2,HI,US,3,1876
OUTLANDER 1000,2021-06-28,9,11,HI,US,20,1966
OUTLANDER 850,2021-06-28,11,12,HI,US,23,1912
OUTLANDER 450,2021-06-28,6,14,HI,US,20,1896
OUTLANDER 1000,2021-07-05,14,15,HI,US,29,1995
OUTLANDER 850,2021-07-05,8,0,HI,US,8,1920
OUTLANDER 450,2021-07-05,4,2,HI,US,6,1902
OUTLANDER 1000,2021-07-12,15,6,HI,US,21,2016
OUTLANDER 850,2021-07-12,2,11,HI,US,13,1933
OUTLANDER 450,2021-07-12,2,1,HI,US,3,1905
OUTLANDER 1000,2021-07-19,2,11,HI,US,13,2029
OUTLANDER 850,2021-07-19,15,10,HI,US,25,1958
OUTLANDER 450,2021-07-19,15,10,HI,US,25,1930
OUTLANDER 1000,2021-07-26,10,10,HI,US,20,2049
OUTLANDER 850,2021-07-26,10,2,HI,US,12,1970
OUTLANDER 450,2021-07-26,13,13,HI,US,26,1956
OUTLANDER 1000,2021-08-02,3,11,HI,US,14,2063
OUTLANDER 850,2021-08-02,3,6,HI,US,9,1979
OUTLANDER 450,2021-08-02,14,15,HI,US,29,1985
OUTLANDER 1000,2021-08-09,9,12,HI,US,21,2084
OUTLANDER 850,2021-08-09,13,2,HI,US,15,1994
OUTLANDER 450,2021-08-09,11,2,HI,US,13,1998
OUTLANDER 1000,2021-08-16,12,13,HI,US,25,2109
OUTLANDER 850,2021-08-16,11,0,HI,US,11,2005
OUTLANDER 450,2021-08-16,15,3,HI,US,18,2016
OUTLANDER 1000,2021-08-23,3,10,HI,US,13,2122
OUTLANDER 850,2021-08-23,12,13,HI,US,25,2030
OUTLANDER 450,2021-08-23,4,3,HI,US,7,2023
OUTLANDER 1000,2021-08-30,1,3,HI,US,4,2126
OUTLANDER 850,2021-08-30,8,2,HI,US,10,2040
OUTLANDER 450,2021-08-30,14,9,HI,US,23,2046
OUTLANDER 1000,2021-09-06,0,2,HI,US,2,2128
OUTLANDER 850,2021-09-06,14,12,HI,US,26,2066
OUTLANDER 450,2021-09-06,3,11,HI,US,14,2060
OUTLANDER 1000,2021-09-13,15,1,HI,US,16,2144
OUTLANDER 850,2021-09-13,6,1,HI,US,7,2073
OUTLANDER 450,2021-09-13,9,2,HI,US,11,2071
OUTLANDER 1000,2021-09-20,0,14,HI,US,14,2158
OUTLANDER 850,2021-09-20,7,7,HI,US,14,2087
OUTLANDER 450,2021-09-20,6,15,HI,US,21,2092
OUTLANDER 1000,2021-09-27,7,12,HI,US,19,2177
OUTLANDER 850,2021-09-27,9,10,HI,US,19,2106
OUTLANDER 450,2021-09-27,4,13,HI,US,17,2109
OUTLANDER 1000,2021-10-04,5,9,HI,US,14,2191
OUTLANDER 850,2021-10-04,8,7,HI,US,15,2121
OUTLANDER 450,2021-10-04,5,8,HI,US,13,2122
OUTLANDER 1000,2021-10-11,6,1,HI,US,7,2198
OUTLANDER 850,2021-10-11,4,12,HI,US,16,2137
OUTLANDER 450,2021-10-11,5,12,HI,US,17,2139
OUTLANDER 1000,2021-10-18,2,4,HI,US,6,2204
OUTLANDER 850,2021-10-18,14,1,HI,US,15,2152
OUTLANDER 450,2021-10-18,2,8,HI,US,10,2149
OUTLANDER 1000,2021-10-25,5,8,HI,US,13,2217
OUTLANDER 850,2021-10-25,2,8,HI,US,10,2162
OUTLANDER 450,2021-10-25,12,1,HI,US,13,2162
OUTLANDER 1000,2021-11-01,7,14,HI,US,21,2238
OUTLANDER 850,2021-11-01,6,13,HI,US,19,2181
OUTLANDER 450,2021-11-01,4,5,HI,US,9,2171
OUTLANDER 1000,2021-11-08,10,0,HI,US,10,2248
OUTLANDER 850,2021-11-08,3,1,HI,US,4,2185
OUTLANDER 450,2021-11-08,5,10,HI,US,15,2186
OUTLANDER 1000,2021-11-15,12,7,HI,US,19,2267
OUTLANDER 850,2021-11-15,4,2,HI,US,6,2191
OUTLANDER 450,2021-11-15,9,11,HI,US,20,2206
OUTLANDER 1000,2021-11-22,2,13,HI,US,15,2282
OUTLANDER 850,2021-11-22,7,4,HI,US,11,2202
OUTLANDER 450,2021-11-22,8,9,HI,US,17,2223
OUTLANDER 1000,2021-11-29,5,5,HI,US,10,2292
OUTLANDER 850,2021-11-29,6,6,HI,US,12,2214
OUTLANDER 450,2021-11-29,6,8,HI,US,14,2237
OUTLANDER 1000,2021-12-06,10,15,HI,US,25,2317
OUTLANDER 850,2021-12-06,7,12,HI,US,19,2233
OUTLANDER 450,2021-12-06,4,9,HI,US,13,2250
OUTLANDER 1000,2021-12-13,5,2,HI,US,7,2324
OUTLANDER 850,2021-12-13,8,10,HI,US,18,2251
OUTLANDER 450,2021-12-13,5,7,HI,US,12,2262
OUTLANDER 1000,2021-12-20,7,4,HI,US,11,2335
OUTLANDER 850,2021-12-20,8,14,HI,US,22,2273
OUTLANDER 450,2021-12-20,7,2,HI,US,9,2271
OUTLANDER 1000,2021-12-27,5,11,HI,US,16,2351
OUTLANDER 850,2021-12-27,14,10,HI,US,24,2297
OUTLANDER 450,2021-12-27,15,5,HI,US,20,2291
OUTLANDER 1000,2019-01-07,8,3,ID,US,11,11
OUTLANDER 850,2019-01-07,4,5,ID,US,9,9
OUTLANDER 450,2019-01-07,1,12,ID,US,13,13
OUTLANDER 1000,2019-01-14,10,11,ID,US,21,32
OUTLANDER 850,2019-01-14,8,8,ID,US,16,25
OUTLANDER 450,2019-01-14,13,0,ID,US,13,26
OUTLANDER 1000,2019-01-21,11,13,ID,US,24,56
OUTLANDER 850,2019-01-21,5,13,ID,US,18,43
OUTLANDER 450,2019-01-21,7,8,ID,US,15,41
OUTLANDER 1000,2019-01-28,12,3,ID,US,15,71
OUTLANDER 850,2019-01-28,9,4,ID,US,13,56
OUTLANDER 450,2019-01-28,4,13,ID,US,17,58
OUTLANDER 1000,2019-02-04,3,4,ID,US,7,78
OUTLANDER 850,2019-02-04,9,6,ID,US,15,71
OUTLANDER 450,2019-02-04,14,8,ID,US,22,80
OUTLANDER 1000,2019-02-11,12,11,ID,US,23,101
OUTLANDER 850,2019-02-11,11,3,ID,US,14,85
OUTLANDER 450,2019-02-11,11,11,ID,US,22,102
OUTLANDER 1000,2019-02-18,13,7,ID,US,20,121
OUTLANDER 850,2019-02-18,6,5,ID,US,11,96
OUTLANDER 450,2019-02-18,6,4,ID,US,10,112
OUTLANDER 1000,2019-02-25,14,3,ID,US,17,138
OUTLANDER 850,2019-02-25,9,1,ID,US,10,106
OUTLANDER 450,2019-02-25,1,10,ID,US,11,123
OUTLANDER 1000,2019-03-04,4,3,ID,US,7,145
OUTLANDER 850,2019-03-04,3,2,ID,US,5,111
OUTLANDER 450,2019-03-04,5,10,ID,US,15,138
OUTLANDER 1000,2019-03-11,3,3,ID,US,6,151
OUTLANDER 850,2019-03-11,1,10,ID,US,11,122
OUTLANDER 450,2019-03-11,12,11,ID,US,23,161
OUTLANDER 1000,2019-03-18,2,12,ID,US,14,165
OUTLANDER 850,2019-03-18,9,7,ID,US,16,138
OUTLANDER 450,2019-03-18,1,7,ID,US,8,169
OUTLANDER 1000,2019-03-25,6,6,ID,US,12,177
OUTLANDER 850,2019-03-25,5,14,ID,US,19,157
OUTLANDER 450,2019-03-25,9,5,ID,US,14,183
OUTLANDER 1000,2019-04-01,5,13,ID,US,18,195
OUTLANDER 850,2019-04-01,1,7,ID,US,8,165
OUTLANDER 450,2019-04-01,12,14,ID,US,26,209
OUTLANDER 1000,2019-04-08,5,9,ID,US,14,209
OUTLANDER 850,2019-04-08,8,13,ID,US,21,186
OUTLANDER 450,2019-04-08,4,12,ID,US,16,225
OUTLANDER 1000,2019-04-15,15,10,ID,US,25,234
OUTLANDER 850,2019-04-15,7,10,ID,US,17,203
OUTLANDER 450,2019-04-15,5,7,ID,US,12,237
OUTLANDER 1000,2019-04-22,12,0,ID,US,12,246
OUTLANDER 850,2019-04-22,3,1,ID,US,4,207
OUTLANDER 450,2019-04-22,15,4,ID,US,19,256
OUTLANDER 1000,2019-04-29,8,3,ID,US,11,257
OUTLANDER 850,2019-04-29,15,8,ID,US,23,230
OUTLANDER 450,2019-04-29,5,15,ID,US,20,276
OUTLANDER 1000,2019-05-06,6,12,ID,US,18,275
OUTLANDER 850,2019-05-06,12,3,ID,US,15,245
OUTLANDER 450,2019-05-06,8,4,ID,US,12,288
OUTLANDER 1000,2019-05-13,7,4,ID,US,11,286
OUTLANDER 850,2019-05-13,3,13,ID,US,16,261
OUTLANDER 450,2019-05-13,8,7,ID,US,15,303
OUTLANDER 1000,2019-05-20,12,6,ID,US,18,304
OUTLANDER 850,2019-05-20,11,10,ID,US,21,282
OUTLANDER 450,2019-05-20,3,1,ID,US,4,307
OUTLANDER 1000,2019-05-27,5,8,ID,US,13,317
OUTLANDER 850,2019-05-27,9,14,ID,US,23,305
OUTLANDER 450,2019-05-27,9,6,ID,US,15,322
OUTLANDER 1000,2019-06-03,15,12,ID,US,27,344
OUTLANDER 850,2019-06-03,4,2,ID,US,6,311
OUTLANDER 450,2019-06-03,14,13,ID,US,27,349
OUTLANDER 1000,2019-06-10,1,2,ID,US,3,347
OUTLANDER 850,2019-06-10,8,13,ID,US,21,332
OUTLANDER 450,2019-06-10,7,12,ID,US,19,368
OUTLANDER 1000,2019-06-17,7,3,ID,US,10,357
OUTLANDER 850,2019-06-17,14,13,ID,US,27,359
OUTLANDER 450,2019-06-17,8,4,ID,US,12,380
OUTLANDER 1000,2019-06-24,3,2,ID,US,5,362
OUTLANDER 850,2019-06-24,6,13,ID,US,19,378
OUTLANDER 450,2019-06-24,3,1,ID,US,4,384
OUTLANDER 1000,2019-07-01,4,15,ID,US,19,381
OUTLANDER 850,2019-07-01,2,7,ID,US,9,387
OUTLANDER 450,2019-07-01,10,12,ID,US,22,406
OUTLANDER 1000,2019-07-08,2,6,ID,US,8,389
OUTLANDER 850,2019-07-08,14,8,ID,US,22,409
OUTLANDER 450,2019-07-08,2,12,ID,US,14,420
OUTLANDER 1000,2019-07-15,10,13,ID,US,23,412
OUTLANDER 850,2019-07-15,5,4,ID,US,9,418
OUTLANDER 450,2019-07-15,13,13,ID,US,26,446
OUTLANDER 1000,2019-07-22,12,2,ID,US,14,426
OUTLANDER 850,2019-07-22,3,8,ID,US,11,429
OUTLANDER 450,2019-07-22,8,11,ID,US,19,465
OUTLANDER 1000,2019-07-29,3,5,ID,US,8,434
OUTLANDER 850,2019-07-29,11,13,ID,US,24,453
OUTLANDER 450,2019-07-29,14,3,ID,US,17,482
OUTLANDER 1000,2019-08-05,13,1,ID,US,14,448
OUTLANDER 850,2019-08-05,6,12,ID,US,18,471
OUTLANDER 450,2019-08-05,2,5,ID,US,7,489
OUTLANDER 1000,2019-08-12,11,9,ID,US,20,468
OUTLANDER 850,2019-08-12,9,1,ID,US,10,481
OUTLANDER 450,2019-08-12,2,10,ID,US,12,501
OUTLANDER 1000,2019-08-19,7,14,ID,US,21,489
OUTLANDER 850,2019-08-19,7,7,ID,US,14,495
OUTLANDER 450,2019-08-19,13,4,ID,US,17,518
OUTLANDER 1000,2019-08-26,6,1,ID,US,7,496
OUTLANDER 850,2019-08-26,10,9,ID,US,19,514
OUTLANDER 450,2019-08-26,15,4,ID,US,19,537
OUTLANDER 1000,2019-09-02,10,1,ID,US,11,507
OUTLANDER 850,2019-09-02,9,2,ID,US,11,525
OUTLANDER 450,2019-09-02,8,7,ID,US,15,552
OUTLANDER 1000,2019-09-09,9,4,ID,US,13,520
OUTLANDER 850,2019-09-09,5,11,ID,US,16,541
OUTLANDER 450,2019-09-09,2,3,ID,US,5,557
OUTLANDER 1000,2019-09-16,12,11,ID,US,23,543
OUTLANDER 850,2019-09-16,10,4,ID,US,14,555
OUTLANDER 450,2019-09-16,4,11,ID,US,15,572
OUTLANDER 1000,2019-09-23,3,2,ID,US,5,548
OUTLANDER 850,2019-09-23,12,13,ID,US,25,580
OUTLANDER 450,2019-09-23,13,4,ID,US,17,589
OUTLANDER 1000,2019-09-30,11,8,ID,US,19,567
OUTLANDER 850,2019-09-30,12,15,ID,US,27,607
OUTLANDER 450,2019-09-30,7,14,ID,US,21,610
OUTLANDER 1000,2019-10-07,11,9,ID,US,20,587
OUTLANDER 850,2019-10-07,8,12,ID,US,20,627
OUTLANDER 450,2019-10-07,5,1,ID,US,6,616
OUTLANDER 1000,2019-10-14,2,6,ID,US,8,595
OUTLANDER 850,2019-10-14,8,12,ID,US,20,647
OUTLANDER 450,2019-10-14,2,3,ID,US,5,621
OUTLANDER 1000,2019-10-21,2,4,ID,US,6,601
OUTLANDER 850,2019-10-21,1,10,ID,US,11,658
OUTLANDER 450,2019-10-21,9,8,ID,US,17,638
OUTLANDER 1000,2019-10-28,12,0,ID,US,12,613
OUTLANDER 850,2019-10-28,11,3,ID,US,14,672
OUTLANDER 450,2019-10-28,5,14,ID,US,19,657
OUTLANDER 1000,2019-11-04,8,12,ID,US,20,633
OUTLANDER 850,2019-11-04,9,13,ID,US,22,694
OUTLANDER 450,2019-11-04,6,11,ID,US,17,674
OUTLANDER 1000,2019-11-11,6,8,ID,US,14,647
OUTLANDER 850,2019-11-11,10,9,ID,US,19,713
OUTLANDER 450,2019-11-11,13,10,ID,US,23,697
OUTLANDER 1000,2019-11-18,4,8,ID,US,12,659
OUTLANDER 850,2019-11-18,0,6,ID,US,6,719
OUTLANDER 450,2019-11-18,9,4,ID,US,13,710
OUTLANDER 1000,2019-11-25,8,12,ID,US,20,679
OUTLANDER 850,2019-11-25,8,4,ID,US,12,731
OUTLANDER 450,2019-11-25,14,9,ID,US,23,733
OUTLANDER 1000,2019-12-02,15,3,ID,US,18,697
OUTLANDER 850,2019-12-02,12,12,ID,US,24,755
OUTLANDER 450,2019-12-02,5,2,ID,US,7,740
OUTLANDER 1000,2019-12-09,3,2,ID,US,5,702
OUTLANDER 850,2019-12-09,11,1,ID,US,12,767
OUTLANDER 450,2019-12-09,12,13,ID,US,25,765
OUTLANDER 1000,2019-12-16,1,8,ID,US,9,711
OUTLANDER 850,2019-12-16,14,4,ID,US,18,785
OUTLANDER 450,2019-12-16,6,12,ID,US,18,783
OUTLANDER 1000,2019-12-23,9,7,ID,US,16,727
OUTLANDER 850,2019-12-23,0,4,ID,US,4,789
OUTLANDER 450,2019-12-23,9,3,ID,US,12,795
OUTLANDER 1000,2019-12-30,5,13,ID,US,18,745
OUTLANDER 850,2019-12-30,3,1,ID,US,4,793
OUTLANDER 450,2019-12-30,14,7,ID,US,21,816
OUTLANDER 1000,2020-01-06,2,5,ID,US,7,752
OUTLANDER 850,2020-01-06,3,12,ID,US,15,808
OUTLANDER 450,2020-01-06,13,3,ID,US,16,832
OUTLANDER 1000,2020-01-13,13,10,ID,US,23,775
OUTLANDER 850,2020-01-13,15,0,ID,US,15,823
OUTLANDER 450,2020-01-13,12,13,ID,US,25,857
OUTLANDER 1000,2020-01-20,3,9,ID,US,12,787
OUTLANDER 850,2020-01-20,4,7,ID,US,11,834
OUTLANDER 450,2020-01-20,10,14,ID,US,24,881
OUTLANDER 1000,2020-01-27,3,13,ID,US,16,803
OUTLANDER 850,2020-01-27,8,5,ID,US,13,847
OUTLANDER 450,2020-01-27,5,9,ID,US,14,895
OUTLANDER 1000,2020-02-03,12,3,ID,US,15,818
OUTLANDER 850,2020-02-03,11,0,ID,US,11,858
OUTLANDER 450,2020-02-03,1,5,ID,US,6,901
OUTLANDER 1000,2020-02-10,2,11,ID,US,13,831
OUTLANDER 850,2020-02-10,14,10,ID,US,24,882
OUTLANDER 450,2020-02-10,8,2,ID,US,10,911
OUTLANDER 1000,2020-02-17,4,11,ID,US,15,846
OUTLANDER 850,2020-02-17,14,6,ID,US,20,902
OUTLANDER 450,2020-02-17,8,13,ID,US,21,932
OUTLANDER 1000,2020-02-24,14,13,ID,US,27,873
OUTLANDER 850,2020-02-24,7,11,ID,US,18,920
OUTLANDER 450,2020-02-24,7,9,ID,US,16,948
OUTLANDER 1000,2020-03-02,7,0,ID,US,7,880
OUTLANDER 850,2020-03-02,9,13,ID,US,22,942
OUTLANDER 450,2020-03-02,8,9,ID,US,17,965
OUTLANDER 1000,2020-03-09,11,2,ID,US,13,893
OUTLANDER 850,2020-03-09,6,5,ID,US,11,953
OUTLANDER 450,2020-03-09,7,13,ID,US,20,985
OUTLANDER 1000,2020-03-16,8,10,ID,US,18,911
OUTLANDER 850,2020-03-16,5,12,ID,US,17,970
OUTLANDER 450,2020-03-16,4,9,ID,US,13,998
OUTLANDER 1000,2020-03-23,10,3,ID,US,13,924
OUTLANDER 850,2020-03-23,9,2,ID,US,11,981
OUTLANDER 450,2020-03-23,15,9,ID,US,24,1022
OUTLANDER 1000,2020-03-30,15,14,ID,US,29,953
OUTLANDER 850,2020-03-30,8,4,ID,US,12,993
OUTLANDER 450,2020-03-30,4,5,ID,US,9,1031
OUTLANDER 1000,2020-04-06,4,5,ID,US,9,962
OUTLANDER 850,2020-04-06,10,5,ID,US,15,1008
OUTLANDER 450,2020-04-06,13,15,ID,US,28,1059
OUTLANDER 1000,2020-04-13,14,6,ID,US,20,982
OUTLANDER 850,2020-04-13,14,14,ID,US,28,1036
OUTLANDER 450,2020-04-13,0,8,ID,US,8,1067
OUTLANDER 1000,2020-04-20,3,6,ID,US,9,991
OUTLANDER 850,2020-04-20,14,9,ID,US,23,1059
OUTLANDER 450,2020-04-20,5,2,ID,US,7,1074
OUTLANDER 1000,2020-04-27,8,4,ID,US,12,1003
